district_name,state,district_id,rate_all,rate_ind,rate_asian,rate_pacis,rate_black,rate_latino,rate_white,m_rate_all,m_rate_ind,m_rate_asian,m_rate_pacis,m_rate_black,m_rate_latino,m_rate_white,f_rate_all,f_rate_ind,f_rate_asian,f_rate_pacis,f_rate_black,f_rate_latino,f_rate_white,cnt_all,cnt_ind,cnt_asian,cnt_pacis,cnt_black,cnt_latino,cnt_white,m_cnt_all,m_cnt_ind,m_cnt_asian,m_cnt_pacis,m_cnt_black,m_cnt_latino,m_cnt_white,f_cnt_all,f_cnt_ind,f_cnt_asian,f_cnt_pacis,f_cnt_black,f_cnt_latino,f_cnt_white
WORTHAM ISD,TX,4846470,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WYLIE ISD,TX,4846500,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WYLIE ISD,TX,4846530,0.79%,0.00%,0.82%,0.00%,1.05%,0.60%,0.73%,1.31%,0.00%,1.61%,0.00%,2.04%,0.61%,1.47%,0.26%,0.00%,0.00%,0.00%,0.00%,0.59%,0.24%,60,0,5,0,10,10,30,50,0,5,0,10,5,30,10,0,0,0,0,5,5
YANTIS ISD,TX,4846590,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOAKUM ISD,TX,4846620,0.62%,,0.00%,,7.14%,0.93%,0.00%,1.16%,,0.00%,,12.50%,1.72%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,5,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0
YORKTOWN ISD,TX,4846650,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YSLETA ISD,TX,4846680,2.93%,0.00%,0.00%,0.00%,8.70%,2.84%,3.40%,4.60%,0.00%,0.00%,0.00%,12.50%,4.43%,5.94%,1.12%,0.00%,0.00%,0.00%,3.33%,1.11%,0.95%,625,0,0,0,30,560,35,510,0,0,0,25,455,30,115,0,0,0,5,105,5
ZAPATA COUNTY ISD,TX,4846710,0.82%,,,,,0.82%,0.00%,1.52%,,,,,1.53%,0.00%,0.00%,,,,,0.00%,,15,0,0,0,0,15,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0
ZOE LEARNING ACADEMY,TX,4800193,0.00%,,,,0.00%,0.00%,,0.00%,,,,0.00%,0.00%,,0.00%,,,,0.00%,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPINE DISTRICT,UT,4900030,0.13%,0.00%,0.00%,0.00%,1.72%,0.41%,0.09%,0.22%,0.00%,0.00%,0.00%,3.13%,0.52%,0.17%,0.03%,0.00%,0.00%,0.00%,0.00%,0.29%,0.03%,50,0,0,0,5,15,30,45,0,0,0,5,10,30,5,0,0,0,0,5,5
BEAVER DISTRICT,UT,4900060,1.06%,0.00%,0.00%,0.00%,,0.00%,1.23%,0.96%,0.00%,,0.00%,,0.00%,1.12%,0.00%,0.00%,0.00%,,,0.00%,0.00%,10,0,0,0,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,0
BOX ELDER DISTRICT,UT,4900090,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACHE DISTRICT,UT,4900120,0.20%,,0.00%,0.00%,0.00%,0.00%,0.15%,0.39%,,0.00%,0.00%,0.00%,0.00%,0.29%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,15,0,0,0,0,0,10,15,0,0,0,0,0,10,0,0,0,0,0,0,0
CANYON RIM ACADEMY,UT,4900071,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANYONS DISTRICT,UT,4900142,1.56%,7.41%,1.20%,0.00%,6.52%,2.44%,1.26%,2.57%,6.25%,2.38%,0.00%,11.54%,3.02%,2.24%,0.51%,0.00%,0.00%,0.00%,5.00%,1.87%,0.30%,285,10,5,0,15,65,175,240,5,5,0,15,40,160,45,0,0,0,5,25,20
CARBON DISTRICT,UT,4900150,1.85%,0.00%,0.00%,0.00%,0.00%,5.26%,1.56%,2.70%,0.00%,0.00%,0.00%,0.00%,10.00%,2.04%,0.95%,0.00%,,,0.00%,0.00%,0.53%,40,0,0,0,0,10,30,30,0,0,0,0,10,20,10,0,0,0,0,0,5
CS LEWIS ACADEMY,UT,4900074,2.20%,,,,,0.00%,1.20%,4.17%,,,,,0.00%,2.27%,0.00%,,,,,0.00%,0.00%,10,0,0,0,0,0,5,10,0,0,0,0,0,5,0,0,0,0,0,0,0
DAGGETT DISTRICT,UT,4900180,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAVIS DISTRICT,UT,4900210,0.94%,2.50%,0.86%,1.19%,2.73%,1.93%,0.80%,1.58%,5.00%,1.75%,0.00%,3.64%,3.45%,1.37%,0.24%,0.00%,0.00%,2.63%,1.79%,0.31%,0.19%,370,5,5,5,15,65,270,325,5,5,0,10,60,240,45,0,0,5,5,5,30
DUCHESNE DISTRICT,UT,4900240,1.28%,0.00%,0.00%,0.00%,0.00%,0.00%,1.45%,2.49%,0.00%,,,0.00%,0.00%,2.36%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.50%,30,0,0,0,0,0,30,30,0,0,0,0,0,25,5,0,0,0,0,0,5
EDITH BOWEN LABORATORY SCHOOL,UT,4900070,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMERY DISTRICT,UT,4900270,1.09%,0.00%,0.00%,0.00%,0.00%,4.35%,0.81%,1.37%,0.00%,0.00%,0.00%,0.00%,8.33%,0.77%,0.77%,0.00%,0.00%,,0.00%,0.00%,0.86%,15,0,0,0,0,5,10,10,0,0,0,0,5,5,5,0,0,0,0,0,5
Endeavor Hall,UT,9999064,3.33%,,0.00%,0.00%,0.00%,7.14%,2.94%,6.25%,,,0.00%,,11.11%,5.56%,0.00%,,,0.00%,0.00%,0.00%,0.00%,10,0,0,0,0,5,5,10,0,0,0,0,5,5,0,0,0,0,0,0,0
GARFIELD DISTRICT,UT,4900300,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOOD FOUNDATIONS ACADEMY,UT,4900147,1.32%,,0.00%,,0.00%,0.00%,1.54%,2.56%,,,,,0.00%,2.94%,0.00%,,0.00%,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
GRAND DISTRICT,UT,4900330,14.02%,40.00%,0.00%,,0.00%,18.52%,11.29%,19.28%,60.00%,0.00%,,,23.08%,16.13%,8.64%,0.00%,,,,14.29%,6.45%,115,20,0,0,0,25,70,80,15,0,0,0,15,50,35,0,0,0,0,10,20
GRANITE DISTRICT,UT,4900360,1.39%,2.59%,0.65%,0.68%,2.51%,1.29%,1.48%,2.30%,3.28%,1.29%,1.34%,3.97%,2.12%,2.47%,0.43%,0.00%,0.00%,0.00%,0.88%,0.41%,0.45%,530,15,10,10,30,160,305,450,10,10,10,25,135,260,80,0,0,0,5,25,45
GUADALUPE SCHOOL,UT,4900072,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRON DISTRICT,UT,4900390,0.24%,0.00%,0.00%,0.00%,0.00%,1.18%,0.14%,0.47%,0.00%,0.00%,0.00%,0.00%,2.33%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,0,0,0,5,5,10,0,0,0,0,5,5,0,0,0,0,0,0,0
JORDAN SCHOOL DISTRICT,UT,4900420,0.89%,0.00%,0.00%,0.00%,3.70%,1.41%,0.83%,1.47%,0.00%,0.00%,0.00%,7.41%,2.52%,1.33%,0.28%,0.00%,0.00%,0.00%,0.00%,0.28%,0.31%,255,0,0,0,10,50,190,215,0,0,0,10,45,155,40,0,0,0,0,5,35
KANE DISTRICT,UT,4900480,0.71%,0.00%,0.00%,,0.00%,0.00%,0.77%,1.37%,0.00%,,,,0.00%,1.49%,0.00%,0.00%,,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
LOGAN DISTRICT,UT,4900510,0.51%,0.00%,0.00%,0.00%,0.00%,0.64%,0.51%,0.97%,0.00%,0.00%,0.00%,0.00%,1.27%,0.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15,0,0,0,0,5,10,15,0,0,0,0,5,10,0,0,0,0,0,0,0
MARIA MONTESSORI ACADEMY,UT,4900144,3.06%,,0.00%,,,0.00%,3.45%,4.08%,,0.00%,,,0.00%,4.44%,2.04%,,0.00%,,,0.00%,2.38%,15,0,0,0,0,0,15,10,0,0,0,0,0,10,5,0,0,0,0,0,5
MILLARD DISTRICT,UT,4900540,0.42%,0.00%,0.00%,0.00%,,0.00%,0.53%,0.83%,0.00%,0.00%,,,0.00%,1.04%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
MOAB COMMUNITY SCHOOL,UT,4900035,0.00%,0.00%,,,,,0.00%,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORGAN DISTRICT,UT,4900570,0.42%,,,0.00%,0.00%,0.00%,0.44%,0.82%,,,0.00%,0.00%,0.00%,0.85%,0.00%,,,0.00%,,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
MURRAY DISTRICT,UT,4900600,3.43%,0.00%,0.00%,0.00%,11.11%,6.09%,2.43%,4.50%,0.00%,0.00%,0.00%,10.00%,8.47%,3.53%,2.32%,0.00%,0.00%,0.00%,12.50%,3.57%,1.63%,135,0,0,0,10,35,75,90,0,0,0,5,25,55,45,0,0,0,5,10,25
NEBO DISTRICT,UT,4900630,0.06%,0.00%,0.00%,0.00%,0.00%,0.28%,0.03%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,0,0,0,5,5,10,0,0,0,0,0,5,0,0,0,0,0,0,0
NOAH WEBSTER ACADEMY,UT,4900048,0.84%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH SANPETE DISTRICT,UT,4900660,0.36%,,0.00%,0.00%,0.00%,0.00%,0.43%,0.72%,,0.00%,,0.00%,0.00%,0.88%,0.00%,,,0.00%,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
NORTH SUMMIT DISTRICT,UT,4900690,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODYSSEY CHARTER SCHOOL,UT,4900021,2.00%,,0.00%,0.00%,,0.00%,2.35%,3.77%,,0.00%,0.00%,,0.00%,2.27%,0.00%,,0.00%,,,0.00%,0.00%,10,0,0,0,0,0,10,10,0,0,0,0,0,5,0,0,0,0,0,0,0
OGDEN DISTRICT,UT,4900720,4.36%,0.00%,0.00%,0.00%,21.74%,3.39%,4.91%,6.56%,0.00%,0.00%,0.00%,36.36%,4.86%,6.96%,2.15%,0.00%,0.00%,0.00%,0.00%,1.52%,2.70%,315,0,0,0,25,115,170,245,0,0,0,20,85,125,75,0,0,0,0,25,45
PARK CITY DISTRICT,UT,4900750,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIUTE DISTRICT,UT,4900780,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROVO DISTRICT,UT,4900810,0.31%,,0.00%,0.00%,0.00%,0.45%,0.09%,0.48%,,0.00%,0.00%,0.00%,0.43%,0.19%,0.13%,,0.00%,0.00%,0.00%,0.00%,0.00%,25,0,0,0,0,10,5,20,0,0,0,0,5,5,5,0,0,0,0,0,0
RANCHES ACADEMY,UT,4900064,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICH DISTRICT,UT,4900840,1.96%,0.00%,,,,0.00%,2.08%,4.17%,,,,,0.00%,4.35%,0.00%,,,,,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
SALT LAKE DISTRICT,UT,4900870,1.41%,2.70%,1.85%,1.67%,4.59%,1.66%,0.68%,2.26%,4.76%,3.77%,3.39%,6.78%,2.42%,1.15%,0.51%,0.00%,0.00%,0.00%,2.00%,0.85%,0.18%,200,5,10,10,25,100,40,165,5,10,10,20,75,35,35,0,0,0,5,25,5
SAN JUAN DISTRICT,UT,4900900,0.69%,1.42%,,,0.00%,0.00%,0.75%,1.34%,1.41%,,,,0.00%,1.43%,0.00%,0.00%,,,0.00%,0.00%,0.00%,10,10,0,0,0,0,5,10,5,0,0,0,0,5,0,0,0,0,0,0,0
SEVIER DISTRICT,UT,4900930,1.13%,0.00%,0.00%,0.00%,0.00%,0.00%,1.22%,1.74%,0.00%,0.00%,0.00%,0.00%,0.00%,1.90%,0.47%,0.00%,,0.00%,0.00%,0.00%,0.50%,25,0,0,0,0,0,25,20,0,0,0,0,0,20,5,0,0,0,0,0,5
SOUTH SANPETE DISTRICT,UT,4900960,0.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,0.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.67%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,10,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
SOUTH SUMMIT DISTRICT,UT,4900990,0.83%,,,,,0.00%,0.97%,1.59%,,,,,0.00%,1.89%,0.00%,,,,,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
TOOELE DISTRICT,UT,4901050,0.13%,0.00%,0.00%,0.00%,0.00%,0.61%,0.15%,0.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,0,0,0,5,10,10,0,0,0,0,0,5,5,0,0,0,0,0,0
UINTAH DISTRICT,UT,4901080,1.60%,4.17%,0.00%,0.00%,0.00%,2.17%,1.51%,2.84%,9.09%,0.00%,0.00%,0.00%,4.17%,2.60%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.35%,55,5,0,0,0,5,45,50,5,0,0,0,5,40,5,0,0,0,0,0,5
UTAH SCHOOLS FOR DEAF & BLIND,UT,4900069,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WASATCH DISTRICT,UT,4901110,0.65%,0.00%,0.00%,0.00%,0.00%,2.00%,0.59%,1.22%,0.00%,0.00%,,0.00%,1.82%,1.12%,0.35%,0.00%,0.00%,0.00%,0.00%,2.22%,0.00%,20,0,0,0,0,10,15,20,0,0,0,0,5,15,5,0,0,0,0,5,0
WASATCH PEAK ACADEMY,UT,4900024,1.32%,,0.00%,0.00%,0.00%,0.00%,1.61%,0.00%,,0.00%,0.00%,,0.00%,0.00%,2.86%,,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0
WASHINGTON DISTRICT,UT,4901140,1.38%,4.08%,0.00%,2.33%,4.35%,1.54%,1.20%,2.37%,4.17%,0.00%,4.55%,8.33%,3.05%,2.15%,0.33%,4.00%,0.00%,0.00%,0.00%,0.00%,0.21%,170,10,0,5,5,25,120,150,5,0,5,5,25,110,20,5,0,0,0,0,10
WAYNE DISTRICT,UT,4901170,0.00%,,0.00%,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEBER DISTRICT,UT,4901200,2.08%,2.08%,1.79%,3.33%,5.56%,3.13%,1.81%,3.43%,3.85%,3.70%,5.88%,10.71%,5.08%,2.99%,0.68%,0.00%,0.00%,0.00%,0.00%,1.08%,0.60%,340,5,5,5,15,60,245,285,5,5,5,15,50,205,55,0,0,0,0,10,40
ACCOMACK CO PBLC SCHS,VA,5100060,7.57%,,0.00%,,13.59%,2.50%,4.64%,10.79%,,0.00%,,19.00%,4.92%,6.54%,3.38%,,0.00%,,7.14%,0.00%,2.30%,195,0,0,0,125,15,45,150,0,0,0,95,15,35,40,0,0,0,30,0,10
ALBEMARLE CO PBLC SCHS,VA,5100090,1.46%,0.00%,0.00%,0.00%,2.96%,1.46%,1.32%,2.21%,0.00%,0.00%,0.00%,4.29%,2.94%,2.08%,0.50%,0.00%,0.00%,,1.54%,0.00%,0.50%,90,0,0,0,20,10,55,70,0,0,0,15,10,45,15,0,0,0,5,0,10
ALEXANDRIA CITY PBLC SCHS,VA,5100120,2.06%,0.00%,0.00%,0.00%,3.86%,2.11%,0.70%,3.42%,0.00%,0.00%,0.00%,5.69%,3.49%,0.92%,0.76%,0.00%,0.00%,0.00%,1.97%,0.51%,0.00%,140,0,0,0,80,45,15,120,0,0,0,60,40,10,25,0,0,0,20,5,0
ALLEGHANY CO PBLC SCHS,VA,5100152,1.28%,0.00%,0.00%,0.00%,0.00%,0.00%,1.45%,2.42%,,0.00%,,0.00%,0.00%,2.75%,0.00%,,0.00%,,0.00%,0.00%,0.00%,15,0,0,0,0,0,15,15,0,0,0,0,0,15,0,0,0,0,0,0,0
AMELIA CO PBLC SCHS,VA,5100180,2.16%,0.00%,0.00%,,2.56%,0.00%,2.20%,4.05%,0.00%,,,4.76%,0.00%,4.26%,0.00%,0.00%,,,0.00%,,0.00%,15,0,0,0,5,0,10,15,0,0,0,5,0,10,0,0,0,0,0,0,0
AMHERST CO PBLC SCHS,VA,5100210,2.16%,0.00%,0.00%,,4.08%,0.00%,1.43%,3.69%,0.00%,0.00%,,7.55%,0.00%,2.76%,0.50%,0.00%,0.00%,,0.00%,0.00%,0.00%,45,0,0,0,20,0,20,40,0,0,0,20,0,20,5,0,0,0,0,0,0
APPOMATTOX CO PBLC SCHS,VA,5100240,5.50%,,,,13.56%,0.00%,2.74%,7.89%,,,,20.00%,,3.90%,1.92%,,,,7.14%,0.00%,1.47%,60,0,0,0,40,0,20,45,0,0,0,30,0,15,10,0,0,0,10,0,5
ARLINGTON COUNTY PUBLIC SCHOOLS,VA,5100270,0.29%,0.00%,0.00%,0.00%,0.83%,0.44%,0.09%,0.49%,0.00%,0.00%,0.00%,1.64%,0.84%,0.18%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35,0,0,0,10,15,5,30,0,0,0,10,15,5,5,0,0,0,0,0,0
AUGUSTA CO PBLC SCHS,VA,5100300,1.22%,0.00%,0.00%,,4.55%,0.00%,1.23%,1.94%,0.00%,0.00%,,0.00%,0.00%,2.12%,0.21%,0.00%,0.00%,,0.00%,0.00%,0.24%,60,0,0,0,5,0,55,50,0,0,0,0,0,50,5,0,0,0,0,0,5
BEDFORD CO PBLC SCHS,VA,5100360,2.23%,0.00%,0.00%,,5.71%,0.00%,2.03%,3.78%,0.00%,0.00%,,7.89%,0.00%,3.52%,0.62%,0.00%,0.00%,,3.13%,0.00%,0.49%,110,0,0,0,20,0,85,95,0,0,0,15,0,75,15,0,0,0,5,0,10
BOTETOURT CO PBLC SCHS,VA,5100420,0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.40%,,0.00%,0.00%,0.00%,0.00%,0.43%,0.00%,,0.00%,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
BRISTOL CITY PBLC SCHS,VA,5100450,2.90%,0.00%,0.00%,,10.00%,0.00%,2.44%,4.88%,0.00%,0.00%,,8.33%,0.00%,3.81%,0.85%,,0.00%,,0.00%,0.00%,0.99%,35,0,0,0,10,0,25,30,0,0,0,5,0,20,5,0,0,0,0,0,5
BRUNSWICK CO PBLC SCHS,VA,5100480,7.50%,,,,9.52%,0.00%,2.17%,10.38%,,,,12.82%,0.00%,4.35%,5.26%,,,,5.80%,0.00%,0.00%,75,0,0,0,70,0,5,55,0,0,0,50,0,5,25,0,0,0,20,0,0
BUCHANAN CO PBLC SCHS,VA,5100510,1.96%,,,,,,2.00%,3.85%,,,,,,3.85%,0.00%,,,,,,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
BUCKINGHAM CO PBLC SCHS,VA,5100540,4.90%,,0.00%,,6.94%,,4.20%,6.31%,,,,10.00%,,4.69%,3.23%,,,,3.13%,,1.82%,50,0,0,0,25,0,25,35,0,0,0,20,0,15,15,0,0,0,5,0,5
BUENA VISTA CITY PBLC SCHS,VA,5100560,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPBELL CO PBLC SCHS,VA,5100600,5.06%,25.00%,0.00%,,6.96%,5.88%,4.75%,7.98%,50.00%,0.00%,,8.47%,12.50%,8.06%,1.63%,0.00%,0.00%,,3.51%,0.00%,1.08%,195,5,0,0,40,5,140,160,5,0,0,25,5,125,30,0,0,0,10,0,15
CAROLINE CO PBLC SCHS,VA,5100660,1.66%,0.00%,0.00%,0.00%,3.48%,0.00%,1.23%,2.76%,,0.00%,0.00%,5.26%,0.00%,2.31%,0.49%,0.00%,0.00%,,1.75%,0.00%,0.00%,35,0,0,0,20,0,15,30,0,0,0,15,0,15,5,0,0,0,5,0,0
Carroll County Public Schools,VA,5100690,1.88%,0.00%,0.00%,,0.00%,0.00%,2.05%,2.99%,,,,0.00%,0.00%,3.27%,0.65%,,0.00%,,0.00%,0.00%,0.72%,30,0,0,0,0,0,30,25,0,0,0,0,0,25,5,0,0,0,0,0,5
CHARLES CITY CO PBLC SCHS,VA,5100720,6.33%,0.00%,,0.00%,9.09%,0.00%,3.85%,11.90%,0.00%,,0.00%,17.39%,0.00%,6.25%,0.00%,0.00%,,,0.00%,,0.00%,25,0,0,0,20,0,5,25,0,0,0,20,0,5,0,0,0,0,0,0,0
CHARLOTTE CO PBLC SCHS,VA,5100750,4.38%,0.00%,,0.00%,5.26%,0.00%,3.09%,5.88%,0.00%,,0.00%,6.06%,,4.08%,2.63%,0.00%,,0.00%,4.00%,,2.04%,35,0,0,0,15,0,15,25,0,0,0,10,0,10,10,0,0,0,5,0,5
CHARLOTTESVILLE CTY PBLC SCHS,VA,5100780,3.68%,0.00%,0.00%,,7.77%,2.04%,1.05%,5.65%,0.00%,0.00%,,10.89%,3.85%,1.05%,1.66%,,0.00%,,4.35%,0.00%,0.00%,90,0,0,0,75,5,10,70,0,0,0,55,5,5,20,0,0,0,20,0,0
CHESAPEAKE CITY PBLC SCHS,VA,5100810,2.90%,0.00%,0.00%,0.00%,5.52%,2.49%,1.48%,4.61%,0.00%,0.00%,0.00%,8.59%,4.03%,2.45%,1.12%,0.00%,0.00%,0.00%,2.50%,0.85%,0.47%,505,0,0,0,315,30,130,410,0,0,0,250,25,110,95,0,0,0,70,5,20
CHESTERFIELD CO PBLC SCHS,VA,5100840,1.65%,0.00%,0.50%,0.00%,3.79%,1.13%,0.88%,2.61%,0.00%,0.00%,0.00%,5.69%,1.96%,1.51%,0.65%,0.00%,0.00%,0.00%,1.72%,0.28%,0.20%,480,0,5,0,275,40,140,395,0,0,0,215,35,125,90,0,0,0,60,5,15
CLARKE CO PBLC SCHS,VA,5100870,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLONIAL HEIGHTS CITY PBLC SCHS,VA,5100960,2.34%,0.00%,0.00%,0.00%,7.14%,0.00%,0.53%,4.03%,0.00%,0.00%,,10.00%,0.00%,1.11%,0.76%,,0.00%,0.00%,4.55%,0.00%,0.00%,30,0,0,0,15,0,5,25,0,0,0,10,0,5,5,0,0,0,5,0,0
COVINGTON CITY PBLC SCHS,VA,5100990,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRAIG CO PBLC SCHS,VA,5101020,1.41%,,,,0.00%,,1.43%,2.63%,,,,,,2.63%,0.00%,,,,0.00%,,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
CULPEPER CO PBLC SCHS,VA,5101050,1.19%,0.00%,0.00%,,2.38%,0.87%,0.87%,1.81%,0.00%,0.00%,,3.17%,1.69%,1.28%,0.54%,0.00%,0.00%,,1.59%,0.00%,0.00%,45,0,0,0,15,5,20,35,0,0,0,10,5,15,10,0,0,0,5,0,0
CUMBERLAND CO PBLC SCHS,VA,5101080,6.94%,0.00%,,,6.35%,0.00%,8.11%,11.84%,0.00%,,,12.90%,0.00%,12.20%,1.47%,,,,3.13%,0.00%,2.94%,50,0,0,0,20,0,30,45,0,0,0,20,0,25,5,0,0,0,5,0,5
DANVILLE CITY PBLC SCHS,VA,5101110,12.03%,,0.00%,,14.57%,5.13%,6.30%,18.46%,,0.00%,,22.06%,4.76%,9.38%,5.28%,,0.00%,,6.70%,0.00%,3.17%,350,0,0,0,290,10,40,275,0,0,0,225,5,30,75,0,0,0,65,0,10
